Tanggal,Tahun,Bulan,Kabupaten_Kota,Latitude_dd,Longitude_dd,Produksi_Padi_Ton_clean,Suhu_Rata_C_clean,Curah_Hujan_mm_clean,Kelembapan_Persen_clean
2021-12-01,2021,Desember,Kabupaten Kediri,-7.8182,112.019,9461.01,25.82,11.49,86.39
2022-01-01,2022,Januari,Kabupaten Kediri,-7.8182,112.019,3982.84,25.38,8.85,86.31
2022-02-01,2022,Februari,Kabupaten Kediri,-7.8182,112.019,6444.23,25.49,10.74,87.04
2022-03-01,2022,Maret,Kabupaten Kediri,-7.8182,112.019,51324.93,25.75,9.82,87.04
2022-04-01,2022,April,Kabupaten Kediri,-7.8182,112.019,40549.24,25.97,6.03,85.86
2022-05-01,2022,Mei,Kabupaten Kediri,-7.8182,112.019,4447.09,26.1,7.52,87.56
2022-06-01,2022,Juni,Kabupaten Kediri,-7.8182,112.019,4190.83,25.23,6.4,87.03
2022-07-01,2022,Juli,Kabupaten Kediri,-7.8182,112.019,32404.48,24.09,3.22,87.85
2022-08-01,2022,Agustus,Kabupaten Kediri,-7.8182,112.019,8527.89,24.42,1.34,85.82
2022-09-01,2022,September,Kabupaten Kediri,-7.8182,112.019,4829.49,25.51,3.11,81.59
2022-10-01,2022,Oktober,Kabupaten Kediri,-7.8182,112.019,905.44,25.15,7.89,86.41
2022-11-01,2022,November,Kabupaten Kediri,-7.8182,112.019,6268.99,25.4,10.12,88.09
2022-12-01,2022,Desember,Kabupaten Kediri,-7.8182,112.019,4978.1,25.5,9.53,86.91
2023-01-01,2023,Januari,Kabupaten Kediri,-7.8182,112.019,8415.53,25.16,9.3,87.14
2023-02-01,2023,Februari,Kabupaten Kediri,-7.8182,112.019,6410.77,25.03,15.32,88.41
2023-03-01,2023,Maret,Kabupaten Kediri,-7.8182,112.019,50887.0,25.62,6.0,86.34
2023-04-01,2023,April,Kabupaten Kediri,-7.8182,112.019,37963.58,25.92,7.86,86.09
2023-05-01,2023,Mei,Kabupaten Kediri,-7.8182,112.019,8589.61,25.13,2.63,87.41
2023-06-01,2023,Juni,Kabupaten Kediri,-7.8182,112.019,9214.37,24.8,1.86,87.62
2023-07-01,2023,Juli,Kabupaten Kediri,-7.8182,112.019,28386.24,23.84,2.44,86.15
2023-08-01,2023,Agustus,Kabupaten Kediri,-7.8182,112.019,11661.46,24.62,0.29,77.74
2023-09-01,2023,September,Kabupaten Kediri,-7.8182,112.019,7517.03,25.39,0.15,72.53
2023-10-01,2023,Oktober,Kabupaten Kediri,-7.8182,112.019,4514.02,28.14,0.39,65.66
2023-11-01,2023,November,Kabupaten Kediri,-7.8182,112.019,4934.13,27.75,7.96,74.38
2023-12-01,2023,Desember,Kabupaten Kediri,-7.8182,112.019,5040.02,26.16,18.57,85.32
2024-01-01,2024,Januari,Kabupaten Kediri,-7.8182,112.019,4613.28,26.52,10.01,86.04
2024-02-01,2024,Februari,Kabupaten Kediri,-7.8182,112.019,6863.24,26.52,10.9,86.47
2024-03-01,2024,Maret,Kabupaten Kediri,-7.8182,112.019,35940.27,26.4,9.42,87.55
2024-04-01,2024,April,Kabupaten Kediri,-7.8182,112.019,43962.98,26.57,10.07,89.53
2024-05-01,2024,Mei,Kabupaten Kediri,-7.8182,112.019,10789.87,25.53,0.73,89.15
2024-06-01,2024,Juni,Kabupaten Kediri,-7.8182,112.019,5172.9,25.24,4.25,87.87
2024-07-01,2024,Juli,Kabupaten Kediri,-7.8182,112.019,23642.82,24.41,0.96,83.88
2024-08-01,2024,Agustus,Kabupaten Kediri,-7.8182,112.019,18307.1,24.92,0.48,77.43
2024-09-01,2024,September,Kabupaten Kediri,-7.8182,112.019,7389.2,26.0,5.67,79.19
2024-10-01,2024,Oktober,Kabupaten Kediri,-7.8182,112.019,3892.17,27.22,2.47,75.63
2024-11-01,2024,November,Kabupaten Kediri,-7.8182,112.019,5754.64,27.13,8.46,83.44
2024-12-01,2024,Desember,Kabupaten Kediri,-7.8182,112.019,7743.73,26.01,11.06,87.25
2018-01-01,2018,Januari,Kabupaten Lamongan,-7.112,112.417,9068.71,27.0,9.01,85.82
2018-02-01,2018,Februari,Kabupaten Lamongan,-7.112,112.417,151407.53,26.75,14.05,86.72
2018-03-01,2018,Maret,Kabupaten Lamongan,-7.112,112.417,201693.85,27.48,9.09,83.28
2018-04-01,2018,April,Kabupaten Lamongan,-7.112,112.417,53572.68,28.19,4.39,81.41
2018-05-01,2018,Mei,Kabupaten Lamongan,-7.112,112.417,75277.47,28.32,0.49,76.81
2018-06-01,2018,Juni,Kabupaten Lamongan,-7.112,112.417,106307.88,28.21,2.07,73.43
2018-07-01,2018,Juli,Kabupaten Lamongan,-7.112,112.417,49252.29,28.2,0.03,65.57
2018-08-01,2018,Agustus,Kabupaten Lamongan,-7.112,112.417,92273.37,28.67,0.54,60.98
2018-09-01,2018,September,Kabupaten Lamongan,-7.112,112.417,133463.79,29.42,0.17,59.74
2018-10-01,2018,Oktober,Kabupaten Lamongan,-7.112,112.417,14511.79,30.25,0.73,60.43
2018-11-01,2018,November,Kabupaten Lamongan,-7.112,112.417,4441.35,29.16,5.57,73.19
2018-12-01,2018,Desember,Kabupaten Lamongan,-7.112,112.417,5382.2,27.78,9.62,81.9
2019-01-01,2019,Januari,Kabupaten Lamongan,-7.112,112.417,18379.62,27.43,15.0,85.96
2019-02-01,2019,Februari,Kabupaten Lamongan,-7.112,112.417,54279.39,27.49,12.26,83.67
2019-03-01,2019,Maret,Kabupaten Lamongan,-7.112,112.417,177487.12,27.53,8.38,83.21
2019-04-01,2019,April,Kabupaten Lamongan,-7.112,112.417,129375.8,28.17,8.5,82.35
2019-05-01,2019,Mei,Kabupaten Lamongan,-7.112,112.417,30154.6,28.22,1.26,78.6
2019-06-01,2019,Juni,Kabupaten Lamongan,-7.112,112.417,121092.47,28.22,0.11,70.74
2019-07-01,2019,Juli,Kabupaten Lamongan,-7.112,112.417,72815.97,28.24,0.03,64.35
2019-08-01,2019,Agustus,Kabupaten Lamongan,-7.112,112.417,93795.49,28.47,0.31,61.38
2019-09-01,2019,September,Kabupaten Lamongan,-7.112,112.417,101043.67,28.9,0.43,61.5
2019-10-01,2019,Oktober,Kabupaten Lamongan,-7.112,112.417,29095.4,30.25,0.09,59.83
2019-11-01,2019,November,Kabupaten Lamongan,-7.112,112.417,9353.87,30.77,0.82,61.71
2019-12-01,2019,Desember,Kabupaten Lamongan,-7.112,112.417,2851.03,29.0,5.72,76.97
2020-01-01,2020,Januari,Kabupaten Lamongan,-7.112,112.417,2079.32,27.96,11.14,83.5
2020-02-01,2020,Februari,Kabupaten Lamongan,-7.112,112.417,16730.65,27.46,15.01,85.92
2020-03-01,2020,Maret,Kabupaten Lamongan,-7.112,112.417,167716.11,27.86,9.18,84.0
2020-04-01,2020,April,Kabupaten Lamongan,-7.112,112.417,180318.87,28.23,10.99,82.48
2020-05-01,2020,Mei,Kabupaten Lamongan,-7.112,112.417,44788.12,28.34,6.86,82.71
2020-06-01,2020,Juni,Kabupaten Lamongan,-7.112,112.417,65078.01,27.67,1.61,80.0
2020-07-01,2020,Juli,Kabupaten Lamongan,-7.112,112.417,86458.58,27.73,0.87,74.29
2020-08-01,2020,Agustus,Kabupaten Lamongan,-7.112,112.417,155030.4,28.68,0.83,68.83
2020-09-01,2020,September,Kabupaten Lamongan,-7.112,112.417,99009.44,30.19,0.44,61.66
2020-10-01,2020,Oktober,Kabupaten Lamongan,-7.112,112.417,58638.27,29.61,3.1,68.06
2020-11-01,2020,November,Kabupaten Lamongan,-7.112,112.417,8964.89,28.71,4.39,77.07
2020-12-01,2020,Desember,Kabupaten Lamongan,-7.112,112.417,1248.33,27.36,17.1,83.81
2021-01-01,2021,Januari,Kabupaten Lamongan,-7.112,112.417,2132.47,26.8,15.29,87.58
2021-02-01,2021,Februari,Kabupaten Lamongan,-7.112,112.417,38919.57,26.77,16.9,88.1
2021-03-01,2021,Maret,Kabupaten Lamongan,-7.112,112.417,241442.22,27.09,10.57,84.31
2021-04-01,2021,April,Kabupaten Lamongan,-7.112,112.417,86994.09,27.85,3.39,80.02
2021-05-01,2021,Mei,Kabupaten Lamongan,-7.112,112.417,18362.12,28.46,2.1,78.97
2021-06-01,2021,Juni,Kabupaten Lamongan,-7.112,112.417,111250.47,28.17,4.15,78.73
2021-07-01,2021,Juli,Kabupaten Lamongan,-7.112,112.417,96313.56,27.95,0.27,72.39
2021-08-01,2021,Agustus,Kabupaten Lamongan,-7.112,112.417,87711.58,29.16,0.39,67.04
2021-09-01,2021,September,Kabupaten Lamongan,-7.112,112.417,83737.99,29.14,2.68,68.63
2021-10-01,2021,Oktober,Kabupaten Lamongan,-7.112,112.417,13852.22,29.49,1.93,68.86
2021-11-01,2021,November,Kabupaten Lamongan,-7.112,112.417,8874.96,28.09,9.73,79.06
2021-12-01,2021,Desember,Kabupaten Lamongan,-7.112,112.417,3070.84,27.61,13.28,83.33
2022-01-01,2022,Januari,Kabupaten Lamongan,-7.112,112.417,5039.56,27.16,10.15,85.12
2022-02-01,2022,Februari,Kabupaten Lamongan,-7.112,112.417,117228.39,27.0,12.12,85.74
2022-03-01,2022,Maret,Kabupaten Lamongan,-7.112,112.417,252152.07,27.53,10.23,84.99
2022-04-01,2022,April,Kabupaten Lamongan,-7.112,112.417,29708.78,28.09,5.38,80.37
2022-05-01,2022,Mei,Kabupaten Lamongan,-7.112,112.417,34231.15,28.15,7.55,82.81
2022-06-01,2022,Juni,Kabupaten Lamongan,-7.112,112.417,136533.66,27.52,5.17,82.01
2022-07-01,2022,Juli,Kabupaten Lamongan,-7.112,112.417,90623.69,27.13,2.74,80.63
2022-08-01,2022,Agustus,Kabupaten Lamongan,-7.112,112.417,75716.25,28.06,0.71,74.13
2022-09-01,2022,September,Kabupaten Lamongan,-7.112,112.417,62340.06,29.35,2.37,68.12
2022-10-01,2022,Oktober,Kabupaten Lamongan,-7.112,112.417,58046.74,27.85,7.7,79.19
2022-11-01,2022,November,Kabupaten Lamongan,-7.112,112.417,36736.27,27.54,9.44,82.4
2022-12-01,2022,Desember,Kabupaten Lamongan,-7.112,112.417,5525.67,27.6,8.79,82.51
2023-01-01,2023,Januari,Kabupaten Lamongan,-7.112,112.417,15162.11,27.01,9.84,84.77
2023-02-01,2023,Februari,Kabupaten Lamongan,-7.112,112.417,168447.67,26.63,16.7,87.79
2023-03-01,2023,Maret,Kabupaten Lamongan,-7.112,112.417,162628.39,27.39,6.82,83.36
2023-04-01,2023,April,Kabupaten Lamongan,-7.112,112.417,23649.89,27.71,8.58,83.2
2023-05-01,2023,Mei,Kabupaten Lamongan,-7.112,112.417,60610.06,28.0,2.22,79.99
2023-06-01,2023,Juni,Kabupaten Lamongan,-7.112,112.417,119010.87,28.42,0.51,75.66
2023-07-01,2023,Juli,Kabupaten Lamongan,-7.112,112.417,57823.47,28.09,2.31,72.04
2023-08-01,2023,Agustus,Kabupaten Lamongan,-7.112,112.417,71339.66,28.95,0.08,63.86
2023-09-01,2023,September,Kabupaten Lamongan,-7.112,112.417,98069.64,29.79,0.04,58.44
2023-10-01,2023,Oktober,Kabupaten Lamongan,-7.112,112.417,13885.52,30.95,0.07,60.0
2023-11-01,2023,November,Kabupaten Lamongan,-7.112,112.417,3877.64,30.3,3.47,69.84
2023-12-01,2023,Desember,Kabupaten Lamongan,-7.112,112.417,4199.93,28.77,24.8,80.32
2024-01-01,2024,Januari,Kabupaten Lamongan,-7.112,112.417,3983.57,28.08,9.48,84.3
2024-02-01,2024,Februari,Kabupaten Lamongan,-7.112,112.417,7386.26,27.97,13.38,86.03
2024-03-01,2024,Maret,Kabupaten Lamongan,-7.112,112.417,178246.94,28.22,6.63,85.5
2024-04-01,2024,April,Kabupaten Lamongan,-7.112,112.417,172955.82,28.77,8.8,83.65
2024-05-01,2024,Mei,Kabupaten Lamongan,-7.112,112.417,32427.6,29.03,0.61,78.57
2024-06-01,2024,Juni,Kabupaten Lamongan,-7.112,112.417,69402.94,28.84,2.32,75.89
2024-07-01,2024,Juli,Kabupaten Lamongan,-7.112,112.417,83230.6,28.48,0.88,70.03
2024-08-01,2024,Agustus,Kabupaten Lamongan,-7.112,112.417,90118.22,29.54,0.12,61.11
2024-09-01,2024,September,Kabupaten Lamongan,-7.112,112.417,111204.45,30.08,1.31,64.23
2024-10-01,2024,Oktober,Kabupaten Lamongan,-7.112,112.417,21822.91,31.05,1.13,62.27
2024-11-01,2024,November,Kabupaten Lamongan,-7.112,112.417,1497.6,29.39,6.54,76.33
2024-12-01,2024,Desember,Kabupaten Lamongan,-7.112,112.417,4013.75,27.73,13.6,85.43
2018-01-01,2018,Januari,Kabupaten Lumajang,-8.1335,113.2248,12003.15,24.74,11.37,87.71
2018-02-01,2018,Februari,Kabupaten Lumajang,-8.1335,113.2248,17676.5,24.73,10.46,86.8
2018-03-01,2018,Maret,Kabupaten Lumajang,-8.1335,113.2248,40959.73,25.22,8.66,85.18
2018-04-01,2018,April,Kabupaten Lumajang,-8.1335,113.2248,50655.28,25.62,3.09,84.95
2018-05-01,2018,Mei,Kabupaten Lumajang,-8.1335,113.2248,27033.08,24.93,0.24,82.72
2018-06-01,2018,Juni,Kabupaten Lumajang,-8.1335,113.2248,19094.26,24.75,1.61,79.46
2018-07-01,2018,Juli,Kabupaten Lumajang,-8.1335,113.2248,32128.64,23.91,0.58,76.03
2018-08-01,2018,Agustus,Kabupaten Lumajang,-8.1335,113.2248,38502.16,24.14,1.07,72.92
2018-09-01,2018,September,Kabupaten Lumajang,-8.1335,113.2248,12114.68,25.84,0.13,67.22
2018-10-01,2018,Oktober,Kabupaten Lumajang,-8.1335,113.2248,11610.27,27.17,0.13,64.91
2018-11-01,2018,November,Kabupaten Lumajang,-8.1335,113.2248,16089.82,26.73,6.13,75.88
2018-12-01,2018,Desember,Kabupaten Lumajang,-8.1335,113.2248,32869.25,25.45,6.45,84.44
2019-01-01,2019,Januari,Kabupaten Lumajang,-8.1335,113.2248,19131.24,25.45,11.58,86.0
2019-02-01,2019,Februari,Kabupaten Lumajang,-8.1335,113.2248,11339.24,25.51,10.77,86.15
2019-03-01,2019,Maret,Kabupaten Lumajang,-8.1335,113.2248,23096.22,25.24,7.61,86.95
2019-04-01,2019,April,Kabupaten Lumajang,-8.1335,113.2248,60579.46,25.56,8.69,87.01
2019-05-01,2019,Mei,Kabupaten Lumajang,-8.1335,113.2248,32167.38,24.65,0.72,85.88
2019-06-01,2019,Juni,Kabupaten Lumajang,-8.1335,113.2248,12401.87,23.97,0.13,80.59
2019-07-01,2019,Juli,Kabupaten Lumajang,-8.1335,113.2248,18567.33,24.06,0.05,74.88
2019-08-01,2019,Agustus,Kabupaten Lumajang,-8.1335,113.2248,39596.37,24.5,0.28,70.25
2019-09-01,2019,September,Kabupaten Lumajang,-8.1335,113.2248,22284.34,25.38,0.57,68.14
2019-10-01,2019,Oktober,Kabupaten Lumajang,-8.1335,113.2248,13936.79,27.22,0.15,64.21
2019-11-01,2019,November,Kabupaten Lumajang,-8.1335,113.2248,12834.7,28.26,0.58,63.56
2019-12-01,2019,Desember,Kabupaten Lumajang,-8.1335,113.2248,17959.28,27.83,3.76,72.41
2020-01-01,2020,Januari,Kabupaten Lumajang,-8.1335,113.2248,24849.94,26.49,8.04,80.62
2020-02-01,2020,Februari,Kabupaten Lumajang,-8.1335,113.2248,10569.43,25.72,12.77,86.01
2020-03-01,2020,Maret,Kabupaten Lumajang,-8.1335,113.2248,17740.79,25.83,8.97,86.34
2020-04-01,2020,April,Kabupaten Lumajang,-8.1335,113.2248,46662.41,25.79,8.0,85.47
2020-05-01,2020,Mei,Kabupaten Lumajang,-8.1335,113.2248,41602.08,25.57,7.38,87.12
2020-06-01,2020,Juni,Kabupaten Lumajang,-8.1335,113.2248,20889.57,24.3,1.56,86.55
2020-07-01,2020,Juli,Kabupaten Lumajang,-8.1335,113.2248,15563.06,23.75,1.2,83.37
2020-08-01,2020,Agustus,Kabupaten Lumajang,-8.1335,113.2248,33169.17,24.83,0.89,76.7
2020-09-01,2020,September,Kabupaten Lumajang,-8.1335,113.2248,25433.13,26.23,1.01,71.78
2020-10-01,2020,Oktober,Kabupaten Lumajang,-8.1335,113.2248,17466.2,26.56,4.77,74.51
2020-11-01,2020,November,Kabupaten Lumajang,-8.1335,113.2248,19949.68,26.36,8.49,80.39
2020-12-01,2020,Desember,Kabupaten Lumajang,-8.1335,113.2248,16792.75,24.92,13.0,86.21
2021-01-01,2021,Januari,Kabupaten Lumajang,-8.1335,113.2248,26504.42,24.88,12.9,87.52
2021-02-01,2021,Februari,Kabupaten Lumajang,-8.1335,113.2248,18700.53,24.77,15.58,88.81
2021-03-01,2021,Maret,Kabupaten Lumajang,-8.1335,113.2248,17623.87,25.1,8.4,86.06
2021-04-01,2021,April,Kabupaten Lumajang,-8.1335,113.2248,43349.94,25.11,4.34,84.58
2021-05-01,2021,Mei,Kabupaten Lumajang,-8.1335,113.2248,34869.73,25.28,2.12,84.53
2021-06-01,2021,Juni,Kabupaten Lumajang,-8.1335,113.2248,26434.92,25.2,5.61,84.12
2021-07-01,2021,Juli,Kabupaten Lumajang,-8.1335,113.2248,19935.8,24.04,0.79,82.38
2021-08-01,2021,Agustus,Kabupaten Lumajang,-8.1335,113.2248,22916.47,25.28,0.72,76.45
2021-09-01,2021,September,Kabupaten Lumajang,-8.1335,113.2248,25874.17,25.66,3.28,75.55
2021-10-01,2021,Oktober,Kabupaten Lumajang,-8.1335,113.2248,23075.44,26.41,1.61,73.75
2021-11-01,2021,November,Kabupaten Lumajang,-8.1335,113.2248,15297.66,25.92,8.81,81.86
2021-12-01,2021,Desember,Kabupaten Lumajang,-8.1335,113.2248,20492.57,25.56,13.55,85.57
2022-01-01,2022,Januari,Kabupaten Lumajang,-8.1335,113.2248,25843.22,24.97,9.58,86.36
2022-02-01,2022,Februari,Kabupaten Lumajang,-8.1335,113.2248,24130.7,25.02,11.0,86.67
2022-03-01,2022,Maret,Kabupaten Lumajang,-8.1335,113.2248,33313.22,25.32,10.35,87.27
2022-04-01,2022,April,Kabupaten Lumajang,-8.1335,113.2248,39020.58,25.46,4.61,85.44
2022-05-01,2022,Mei,Kabupaten Lumajang,-8.1335,113.2248,26150.05,25.6,6.56,87.12
2022-06-01,2022,Juni,Kabupaten Lumajang,-8.1335,113.2248,30555.16,24.67,4.43,86.53
2022-07-01,2022,Juli,Kabupaten Lumajang,-8.1335,113.2248,26449.33,23.7,1.71,85.73
2022-08-01,2022,Agustus,Kabupaten Lumajang,-8.1335,113.2248,17948.05,24.66,0.91,80.24
2022-09-01,2022,September,Kabupaten Lumajang,-8.1335,113.2248,15068.96,25.96,2.31,74.89
2022-10-01,2022,Oktober,Kabupaten Lumajang,-8.1335,113.2248,22117.27,25.07,9.42,85.02
2022-11-01,2022,November,Kabupaten Lumajang,-8.1335,113.2248,21622.65,25.25,10.89,86.42
2022-12-01,2022,Desember,Kabupaten Lumajang,-8.1335,113.2248,18609.82,25.09,6.33,86.57
2023-01-01,2023,Januari,Kabupaten Lumajang,-8.1335,113.2248,17374.42,24.92,8.21,85.6
2023-02-01,2023,Februari,Kabupaten Lumajang,-8.1335,113.2248,23227.76,24.71,14.58,88.05
2023-03-01,2023,Maret,Kabupaten Lumajang,-8.1335,113.2248,43359.1,25.28,6.31,85.75
2023-04-01,2023,April,Kabupaten Lumajang,-8.1335,113.2248,38600.12,25.3,6.63,86.38
2023-05-01,2023,Mei,Kabupaten Lumajang,-8.1335,113.2248,19698.68,24.68,1.44,85.76
2023-06-01,2023,Juni,Kabupaten Lumajang,-8.1335,113.2248,31116.16,24.95,0.77,82.11
2023-07-01,2023,Juli,Kabupaten Lumajang,-8.1335,113.2248,29020.53,23.81,3.35,83.06
2023-08-01,2023,Agustus,Kabupaten Lumajang,-8.1335,113.2248,25619.62,24.68,0.16,74.65
2023-09-01,2023,September,Kabupaten Lumajang,-8.1335,113.2248,14662.07,25.55,0.11,68.98
2023-10-01,2023,Oktober,Kabupaten Lumajang,-8.1335,113.2248,14336.35,28.2,0.01,62.37
2023-11-01,2023,November,Kabupaten Lumajang,-8.1335,113.2248,22294.89,28.1,2.99,69.55
2023-12-01,2023,Desember,Kabupaten Lumajang,-8.1335,113.2248,29336.38,26.08,13.06,83.68
2024-01-01,2024,Januari,Kabupaten Lumajang,-8.1335,113.2248,15245.06,26.34,7.43,83.82
2024-02-01,2024,Februari,Kabupaten Lumajang,-8.1335,113.2248,11931.89,26.15,10.74,86.06
2024-03-01,2024,Maret,Kabupaten Lumajang,-8.1335,113.2248,18735.4,25.98,6.33,87.16
2024-04-01,2024,April,Kabupaten Lumajang,-8.1335,113.2248,39259.49,26.22,6.9,88.06
2024-05-01,2024,Mei,Kabupaten Lumajang,-8.1335,113.2248,35045.14,25.47,0.51,85.58
2024-06-01,2024,Juni,Kabupaten Lumajang,-8.1335,113.2248,23910.3,25.45,2.13,81.93
2024-07-01,2024,Juli,Kabupaten Lumajang,-8.1335,113.2248,18379.41,24.69,0.96,77.49
2024-08-01,2024,Agustus,Kabupaten Lumajang,-8.1335,113.2248,27981.16,25.25,0.09,72.13
2024-09-01,2024,September,Kabupaten Lumajang,-8.1335,113.2248,22592.93,26.94,0.95,69.32
2024-10-01,2024,Oktober,Kabupaten Lumajang,-8.1335,113.2248,12990.92,27.82,1.72,68.6
2024-11-01,2024,November,Kabupaten Lumajang,-8.1335,113.2248,16588.7,27.54,5.58,76.73
2024-12-01,2024,Desember,Kabupaten Lumajang,-8.1335,113.2248,14460.25,25.87,11.97,85.58
2018-01-01,2018,Januari,Kabupaten Madiun,-7.5946,111.544,812.18,25.15,8.93,88.71
2018-02-01,2018,Februari,Kabupaten Madiun,-7.5946,111.544,29563.39,25.05,23.23,89.56
2018-03-01,2018,Maret,Kabupaten Madiun,-7.5946,111.544,94455.58,25.7,8.23,86.83
2018-04-01,2018,April,Kabupaten Madiun,-7.5946,111.544,22373.18,25.93,4.57,87.59
2018-05-01,2018,Mei,Kabupaten Madiun,-7.5946,111.544,2076.72,25.41,0.48,84.9
2018-06-01,2018,Juni,Kabupaten Madiun,-7.5946,111.544,60801.53,24.97,2.45,82.73
2018-07-01,2018,Juli,Kabupaten Madiun,-7.5946,111.544,70771.25,25.02,0.01,73.23
2018-08-01,2018,Agustus,Kabupaten Madiun,-7.5946,111.544,15288.49,26.55,0.32,62.0
2018-09-01,2018,September,Kabupaten Madiun,-7.5946,111.544,2288.4,28.47,0.17,56.01
2018-10-01,2018,Oktober,Kabupaten Madiun,-7.5946,111.544,37182.1,29.16,1.68,58.83
2018-11-01,2018,November,Kabupaten Madiun,-7.5946,111.544,51983.96,27.56,5.56,75.17
2018-12-01,2018,Desember,Kabupaten Madiun,-7.5946,111.544,17356.32,25.85,9.58,85.68
2019-01-01,2019,Januari,Kabupaten Madiun,-7.5946,111.544,1459.34,25.84,13.26,87.78
2019-02-01,2019,Februari,Kabupaten Madiun,-7.5946,111.544,6057.87,25.88,11.7,87.88
2019-03-01,2019,Maret,Kabupaten Madiun,-7.5946,111.544,97968.41,25.45,7.38,88.07
2019-04-01,2019,April,Kabupaten Madiun,-7.5946,111.544,48841.73,26.22,8.68,87.4
2019-05-01,2019,Mei,Kabupaten Madiun,-7.5946,111.544,514.16,25.53,2.17,85.91
2019-06-01,2019,Juni,Kabupaten Madiun,-7.5946,111.544,15722.39,24.63,0.04,81.27
2019-07-01,2019,Juli,Kabupaten Madiun,-7.5946,111.544,108813.79,25.36,0.05,71.49
2019-08-01,2019,Agustus,Kabupaten Madiun,-7.5946,111.544,31623.79,27.0,0.26,59.18
2019-09-01,2019,September,Kabupaten Madiun,-7.5946,111.544,3788.9,28.12,1.09,56.0
2019-10-01,2019,Oktober,Kabupaten Madiun,-7.5946,111.544,14438.33,29.81,0.13,53.67
2019-11-01,2019,November,Kabupaten Madiun,-7.5946,111.544,70653.76,30.14,1.28,56.61
2019-12-01,2019,Desember,Kabupaten Madiun,-7.5946,111.544,19409.97,27.63,8.79,78.59
2020-01-01,2020,Januari,Kabupaten Madiun,-7.5946,111.544,8625.44,26.32,10.46,85.78
2020-02-01,2020,Februari,Kabupaten Madiun,-7.5946,111.544,3599.98,25.98,13.37,88.01
2020-03-01,2020,Maret,Kabupaten Madiun,-7.5946,111.544,75688.09,26.08,7.91,88.91
2020-04-01,2020,April,Kabupaten Madiun,-7.5946,111.544,75453.66,26.26,8.26,87.6
2020-05-01,2020,Mei,Kabupaten Madiun,-7.5946,111.544,5914.65,26.12,7.25,88.5
2020-06-01,2020,Juni,Kabupaten Madiun,-7.5946,111.544,3685.5,25.21,1.32,86.6
2020-07-01,2020,Juli,Kabupaten Madiun,-7.5946,111.544,101986.07,24.59,2.46,83.64
2020-08-01,2020,Agustus,Kabupaten Madiun,-7.5946,111.544,46552.5,25.82,1.59,76.64
2020-09-01,2020,September,Kabupaten Madiun,-7.5946,111.544,2497.94,27.46,2.49,69.44
2020-10-01,2020,Oktober,Kabupaten Madiun,-7.5946,111.544,6569.86,27.37,4.43,74.18
2020-11-01,2020,November,Kabupaten Madiun,-7.5946,111.544,81988.01,26.55,5.77,83.02
2020-12-01,2020,Desember,Kabupaten Madiun,-7.5946,111.544,33490.68,25.19,15.68,88.1
2021-01-01,2021,Januari,Kabupaten Madiun,-7.5946,111.544,8073.36,25.02,12.64,90.55
2021-02-01,2021,Februari,Kabupaten Madiun,-7.5946,111.544,1449.23,24.86,23.05,91.98
2021-03-01,2021,Maret,Kabupaten Madiun,-7.5946,111.544,95998.01,25.38,7.98,88.22
2021-04-01,2021,April,Kabupaten Madiun,-7.5946,111.544,64029.3,25.55,4.95,86.75
2021-05-01,2021,Mei,Kabupaten Madiun,-7.5946,111.544,5624.59,25.9,3.07,86.76
2021-06-01,2021,Juni,Kabupaten Madiun,-7.5946,111.544,7925.8,25.47,5.16,87.11
2021-07-01,2021,Juli,Kabupaten Madiun,-7.5946,111.544,114348.36,24.86,0.26,82.33
2021-08-01,2021,Agustus,Kabupaten Madiun,-7.5946,111.544,40605.62,26.11,2.0,76.48
2021-09-01,2021,September,Kabupaten Madiun,-7.5946,111.544,4684.54,26.64,4.73,74.88
2021-10-01,2021,Oktober,Kabupaten Madiun,-7.5946,111.544,7270.5,27.33,3.37,73.98
2021-11-01,2021,November,Kabupaten Madiun,-7.5946,111.544,76464.9,25.98,10.99,85.65
2021-12-01,2021,Desember,Kabupaten Madiun,-7.5946,111.544,35323.91,25.74,10.86,87.46
2022-01-01,2022,Januari,Kabupaten Madiun,-7.5946,111.544,9822.23,25.25,8.22,88.54
2022-02-01,2022,Februari,Kabupaten Madiun,-7.5946,111.544,882.64,25.07,11.08,89.95
2022-03-01,2022,Maret,Kabupaten Madiun,-7.5946,111.544,79297.09,25.72,8.89,88.34
2022-04-01,2022,April,Kabupaten Madiun,-7.5946,111.544,62283.63,25.98,5.8,86.67
2022-05-01,2022,Mei,Kabupaten Madiun,-7.5946,111.544,15005.43,25.89,6.53,88.61
2022-06-01,2022,Juni,Kabupaten Madiun,-7.5946,111.544,5393.52,25.01,6.93,88.6
2022-07-01,2022,Juli,Kabupaten Madiun,-7.5946,111.544,85856.55,24.58,3.33,86.54
2022-08-01,2022,Agustus,Kabupaten Madiun,-7.5946,111.544,35339.54,25.14,1.39,82.82
2022-09-01,2022,September,Kabupaten Madiun,-7.5946,111.544,11383.71,26.33,3.25,78.35
2022-10-01,2022,Oktober,Kabupaten Madiun,-7.5946,111.544,4835.91,25.58,7.92,84.72
2022-11-01,2022,November,Kabupaten Madiun,-7.5946,111.544,59472.63,25.61,7.4,87.46
2022-12-01,2022,Desember,Kabupaten Madiun,-7.5946,111.544,32000.81,25.57,10.95,86.71
